dataset_id,last_name,given_name,ORCID,affiliation,additional_role
Santini_2012,Santini,Nadia S.,0000-0002-8319-8862,"Instituto de Ecología, Universidad Nacional Autónoma de México",
Santini_2012,Schmitz,Nele,,"Thünen Institut, Germany",contact
Santini_2013,Santini,Nadia S.,0000-0002-8319-8862,"Instituto de Ecología, Universidad Nacional Autónoma de México",contact
Santini_2016,Santini,Nadia S.,0000-0002-8319-8862,"Instituto de Ecología, Universidad Nacional Autónoma de México",contact
Santini_2016,Catherine,Lestrange,,"University of Technology, Sydney",
Schmidt_1993,Schmidt,Susanne,0000-0001-8369-1238,"School of Agriculture and Food Science, The University of Queensland, Australia",contact
Schmidt_1997,Schmidt,Susanne,0000-0001-8369-1238,"School of Agriculture and Food Science, The University of Queensland, Australia",contact
Schmidt_1997,Stewart,George,,"The University of Queensland, Australia",
Schmidt_2003,Schmidt,Susanne,0000-0001-8369-1238,"School of Agriculture and Food Science, The University of Queensland, Australia",contact
Schmidt_2003,Stewart,George,,"The University of Queensland, Australia",
Schmidt_2010,Schmidt,Susanne,0000-0001-8369-1238,"School of Agriculture and Food Science, The University of Queensland, Australia",contact
Schulze_1998,Schulze,Ernst-Detlef,0000-0001-6188-9219,"Max-Planck Institute for Biogeochemistry, Germany",contact
Schulze_1998,Brand,Willi A.,,"Max-Planck Institute for Biogeochemistry, Germany",
Schulze_2006,Schulze,Ernst-Detlef,0000-0001-6188-9219,"Max-Planck Institute for Biogeochemistry, Germany",contact
Schulze_2006,Turner,Neil C.,0000-0002-2982-0411,"University of Western Australia, Australia",
Schulze_2006,Nicolle,Dean,,"Currency Creek Arboretum, Australia",
Schulze_2006,Brand,Willi A.,,"Max-Planck Institute for Biogeochemistry, Germany",
Schulze_2006_2,Schulze,Ernst-Detlef,0000-0001-6188-9219,"Max-Planck Institute for Biogeochemistry, Germany",contact
Schulze_2006_2,Turner,Neil C.,0000-0002-2982-0411,"University of Western Australia, Australia",
Schulze_2006_2,Nicolle,Dean,,"Currency Creek Arboretum, Australia",
Schulze_2014,Schulze,Ernst-Detlef,0000-0001-6188-9219,"Max-Planck Institute for Biogeochemistry, Germany",contact
Scott_2010,Scott,Andrew John,,unknown,
Scott_2010,Morgan,John,0000-0003-2003-5983,"La Trobe University, Australia",
Searson_2004,Searson,Matthew J.,,"Centre for Horticulture and Plant Sciences, University of Western Sydney",no contact
Sendall_2016,Sendall,Kerrie,0000-0001-6175-0954,"Rider University, Lawrence Township, NJ, USA",
Sendall_2016,Lusk,Christopher,0000-0002-9037-7957,"Environmental Research Institute, University of Waikato, New Zealand",contact
Shedley_2007,Shedley,Erica Frances,unknown,"Winnijup Wildflowers Consultancy, Bridgetown, Western Australia",
Simpson_2021,Simpson,Kimberley,0000-0001-6673-227X,"Plants, Photosynthesis and Soil, School of Biosciences, University of Sheffield, Sheffield, UK",contact
SinghRamesh_2019,Singh Ramesh,Arun,0000-0002-9143-5514,"College of Science and Engineering, James Cook University, Cairns, QLD, Australia",contact
SinghRamesh_2019,Cheesman,Alexander W.,0000-0003-3931-5766,"College of Science and Engineering, James Cook University, Cairns, QLD, Australia",
SinghRamesh_2019,Cernusak,Lucas,0000-0002-7575-5526,"College of Science and Engineering, James Cook University, Cairns, QLD, Australia",
SinghRamesh_2023,Singh Ramesh,Arun,0000-0002-9143-5514,"College of Science and Engineering, James Cook University, Cairns, QLD, Australia",contact
SinghRamesh_2023,Cernusak,Lucas,0000-0002-7575-5526,"College of Science and Engineering, James Cook University, Cairns, QLD, Australia",
Sjostrom_2006,Gross,Caroline,0000-0001-8014-1548,"University of New England, Australia",contact
Sjostrom_2006,Sjöström,Anne,,unknown,
Smith_1996,Smith,Benjamin,0000-0002-6987-5337,"Hawkesbury Institute for the Environment, Western Sydney University, Australia",contact
Smith_1996,Wilson,J. Bastow,,"Botany Department, University of Otago, Dunedin, New Zealand",
Smith_2012,Smith,Renee,,"Hawkesbury Institute for the Environment, Western Sydney University, Australia",contact
Smith_2012,Tissue,David,0000-0002-8497-2047,"Hawkesbury Institute for the Environment, Western Sydney University, Australia",
SmithMartin_2020,Smith-Martin,Chris,0000-0002-6557-1432,"Department of Ecology, Evolution and Environmental Biology, Columbia University, New York, New York, USA",
SmithMartin_2020,Brodribb,Timothy,0000-0002-4964-6107,"University of Tasmania, Australia",
Soliveres_2012,Soliveres,Santiago,0000-0001-9661-7192,"Bern University, Switzerland",contact
Soper_2014,Soper,Fiona,0000-0002-9910-9377,"McGill University, Canada",
Soper_2014,Schmidt,Susanne,0000-0001-8369-1238,"School of Agriculture and Food Science, The University of Queensland, Australia",contact
SPRAT_2025_2,Wenk,Elizabeth,0000-0001-5640-5910,"Evolution & Ecology Research Centre, School of Biological, Earth, and Environmental Sciences, UNSW Sydney, Australia",
Standish_2019,Standish,Rachel,0000-0001-8118-1904,"Environmental and Conservation Sciences, Murdoch University, Australia",contact
Standish_2019,Daws,Matthew,0000-0002-9120-4724,"Environment Department, Alcoa of Australia, Huntly, Western Australia",
Staples_2019,Staples,Timothy,0000-0002-8550-2661,"School of Biological Sciences, The University of Queensland, Australia",contact
Staples_2019,Mayfield,Margaret,0000-0002-5101-6542,"School of Biological Sciences, The University of Queensland, Australia",
Staples_2019,Dwyer,John M.,0000-0001-7389-5528,"School of Biological Sciences, The University of Queensland, Australia",
Stephens_2021,Stephens,Ruby,0000-0002-3767-2690,"Department of Biological Sciences, Macquarie University, Australia",contact
Stephens_2021,Gallagher,Rachael,0000-0002-4680-8115,"Hawkesbury Institute for the Environment, Western Sydney University, Australia",
Stephens_2021,Sauquet,Hervé,0000-0001-8305-3236,"National Herbarium of New South Wales, Australian Institute of Botanical Science, Royal Botanic Gardens and Domain Trust, Sydney, Australia",
Stephens_2023,Stephens,Ruby,0000-0002-3767-2690,"Department of Biological Sciences, Macquarie University, Australia",contact
Stephens_2023,Lily,Dun,0000-0002-0712-5143,"Evolution & Ecology Research Centre, School of Biological, Earth, and Environmental Sciences, UNSW Sydney, Australia",
Stephens_2024,Stephens,Ruby,0000-0002-3767-2690,"School of Natural Sciences, Macquarie University, Australia",contact
Stewart_1995,Stewart,George,,"The University of Queensland, Australia",
Stewart_1995,Schmidt,Susanne,0000-0001-8369-1238,"School of Agriculture and Food Science, The University of Queensland, Australia",
Stuart_2007,Stuart,Stephanie,0000-0002-1645-8775,"NSW Department of Planning Industry and Environment, Australia",contact
Sweedman_2006,Sweedman,Luke,,"Western Australian Seed Centre, Botanic Garden and Parks Authority, Western Australia",
Sweedman_2006,Merritt,David,0000-0002-3250-6861,"Curtin University, Australia",
Sweedman_2006,Fryer,Roger,,"Western Australian Seed Centre, Botanic Garden and Parks Authority, Western Australia",
Taseski_2021,Taseski,Guy,0000-0003-2243-3408,"Evolution & Ecology Research Centre, School of Biological, Earth, and Environmental Sciences, UNSW Sydney, Australia",
Taseski_2021,Cornwell,William,0000-0003-4080-4073,"Evolution & Ecology Research Centre, School of Biological, Earth, and Environmental Sciences, UNSW Sydney, Australia",contact
Taylor_2008,Taylor,Daniel,,"University of Technology Sydney, Australia",
Taylor_2008,Eamus,Derek,0000-0003-2765-8040,"University of Technology Sydney, Australia",
Thomas_2017,Thomas,Freya,0000-0001-9926-6295,"University of Melbourne, Australia",contact
Thomas_2017,Vesk,Peter,0000-0003-2008-7062,"University of Melbourne, Australia",
Thompson_2001,Thompson,Ian,,"University of Melbourne, Australia",
TMAG_2009,Duretto,Marco,0000-0003-1013-4291,"National Herbarium of New South Wales, Australian Institute of Botanical Science, Royal Botanic Gardens and Domain Trust, Sydney, Australia",
TMAG_2009,de Salas,Miguel,0000-0002-7148-639X,"Tasmanian Herbarium, Australia",
Tng_2013,Tng,David Yue Phin Jeremiah-Seok,0000-0001-5135-0922,"Centre for Rainforest Studies, School for Field Studies, Yungaburra, Queensland 4872, Australia",contact
Tng_2013,Bowman,David,0000-0001-8075-124X,"University of Tasmania, Australia",
Tng_2013,Jordan,Gregory,0000-0002-6033-2766,"University of Tasmania, Australia",
Toelken_1996,Toelken,Hellmut R.,,"State Herbarium of South Australia, Australia",
Togashi_2015,Togashi,Henrique,,"Department of Biological Sciences, Macquarie University, Sydney",
Tolsma_2007,Tolsma,Arn,0000-0003-4528-2673,"Arthur Rylah Institute, Department of Environment, Land, Water and Planning, Heidelberg, Victoria, Australia",
Tomlinson_2013,Tomlinson,Kyle,0000-0003-3039-6766,"Xishuangbanna Tropical Botanic Garden, China",contact
Tomlinson_2019,Tomlinson,Kyle,0000-0003-3039-6766,"Xishuangbanna Tropical Botanic Garden, China",contact
Tomlinson_2019,van Langevelde,Frank,0000-0001-8870-0797,"Wildlife Ecology & Conservation Group, Wageningen University, The Netherlands",
Trudgen_2005,Trudgen,Malcolm,,"Western Australian Herbarium, Keiran McNamara Conservation Science Centre, Department of Biodiversity, Conservation and Attractions, Western Australia, Australia",
Trudgen_2005,Rye,Barbara,0000-0003-1254-5940,"Western Australian Herbarium, Department of Biodiversity, Conservation and Attractions, Western Australia, Australia",
Trudgen_2014,Trudgen,Malcolm,,"Western Australian Herbarium, Keiran McNamara Conservation Science Centre, Department of Biodiversity, Conservation and Attractions, Western Australia, Australia",
Trudgen_2014,Rye,Barbara,0000-0003-1254-5940,"Western Australian Herbarium, Department of Biodiversity, Conservation and Attractions, Western Australia, Australia",
Tsakalos_2020,Tsakalos,James,0000-0001-5067-196X,"School of Biosciences and Veterinary Medicine, Plant Diversity and Ecosystems Management Unit, University of Camerino, Camerino, MC, Italy",contact
Tsakalos_2022,Tsakalos,James,0000-0001-5067-196X,"School of Biosciences and Veterinary Medicine, Plant Diversity and Ecosystems Management Unit, University of Camerino, Camerino, MC, Italy",
Tsujii_2023,Tsujii,Yuki,0000-0003-3646-8142,"Department of Biological Sciences, Macquarie University, Australia",
Tsujii_2023,Wright,Ian,0000-0001-8338-9143,"Hawkesbury Institute for the Environment, Western Sydney University, Australia",
Tsujii_2023,Lambers,Hans,0000-0002-4118-2272,"University of Western Australia, Australia",
Tsujii_2023,Atwell,Brian,0000-0002-0466-1688,"Department of Biological Sciences, Macquarie University, Australia",
Tsujii_2023,Fan,Baoli,0000-0003-0918-4152,"College of Life Science, Northwest Normal University, Lanzhou, China",
Tsujii_2023,Lei,Zhangying,0009-0003-3583-5382,"Key Laboratory of Oasis Eco-agriculture, Xinjiang Production and Construction Corps, Shihezi University, Shihezi, China",
Turner_2010,Schulze,Ernst-Detlef,0000-0001-6188-9219,"Max-Planck Institute for Biogeochemistry, Germany",contact
Turner_2010,Turner,Neil C.,0000-0002-2982-0411,"University of Western Australia, Australia",
Turner_2010,Brand,Willi A.,,"Max-Planck Institute for Biogeochemistry, Germany",
vanderMoezel_1987,van der Moezel,Paul,,PGV Environmental,
Veneklaas_2003,Veneklaas,Erik,0000-0002-7030-4056,"University of Western Australia, Australia",contact
Veneklaas_2003,Poot,Pieter,0000-0001-7721-0696,"University of Western Australia, Australia",
Venn_2011,Venn,Susanna,0000-0002-7433-0120,"Centre for Integrative Ecology, School of Life and Environmental Sciences, Deakin University, Burwood, Australia",contact
Venn_2011,Pickering,Catherine,0000-0002-3731-5407,"School of Environment and Science, Griffith University, Australia",
Venn_2011,Morgan,John,0000-0003-2003-5983,"La Trobe University, Australia",
Vesk_2004,Vesk,Peter,0000-0003-2008-7062,"University of Melbourne, Australia",contact
Vesk_2004,Westoby,Mark,0000-0001-7690-4530,"Department of Biological Sciences, Macquarie University, Australia",
Vesk_2007,Vesk,Peter,0000-0003-2008-7062,"University of Melbourne, Australia",contact
Vesk_2019,Vesk,Peter,0000-0003-2008-7062,"University of Melbourne, Australia",contact
Vlasveld_2018,Vlasveld,Carolyn,0000-0001-6445-7067,"School of Biological Sciences, Monash University, Australia",contact
WAH_1998,Paczkowska,Grazyna,,"Western Australian Herbarium, Keiran McNamara Conservation Science Centre, Department of Biodiversity, Conservation and Attractions, Western Australia, Australia",
WAH_1998,Chapman,Alex,,"Western Australian Herbarium, Keiran McNamara Conservation Science Centre, Department of Biodiversity, Conservation and Attractions, Western Australia, Australia",
WAH_1998,Huisman,John,0000-0002-5255-8423,"Western Australian Herbarium, Biodiversity and Conservation Science, Department of Biodiversity, Conservation and Attractions, Western Australia, Australia",contact
WAH_1998,Richardson,Ben,0000-0002-6108-0572,"Western Australian Herbarium, Department of Biodiversity, Conservation and Attractions, Western Australia, Australia",
WAH_1998,Spooner,Amanda,,"Western Australian Herbarium, Keiran McNamara Conservation Science Centre, Department of Biodiversity, Conservation and Attractions, Western Australia, Australia",
WAH_1998,Coleman,Helen,,"Western Australian Herbarium, Keiran McNamara Conservation Science Centre, Department of Biodiversity, Conservation and Attractions, Western Australia, Australia",
WAH_2022_1,Paczkowska,Grazyna,,"Western Australian Herbarium, Keiran McNamara Conservation Science Centre, Department of Biodiversity, Conservation and Attractions, Western Australia, Australia",
WAH_2022_1,Chapman,Alex,,"Western Australian Herbarium, Keiran McNamara Conservation Science Centre, Department of Biodiversity, Conservation and Attractions, Western Australia, Australia",
WAH_2022_1,Huisman,John,0000-0002-5255-8423,"Western Australian Herbarium, Biodiversity and Conservation Science, Department of Biodiversity, Conservation and Attractions, Western Australia, Australia",
WAH_2022_1,Richardson,Ben,0000-0002-6108-0572,"Western Australian Herbarium, Department of Biodiversity, Conservation and Attractions, Western Australia, Australia",
WAH_2022_1,Spooner,Amanda,,"Western Australian Herbarium, Keiran McNamara Conservation Science Centre, Department of Biodiversity, Conservation and Attractions, Western Australia, Australia",
WAH_2022_1,Coleman,Helen,,"Western Australian Herbarium, Keiran McNamara Conservation Science Centre, Department of Biodiversity, Conservation and Attractions, Western Australia, Australia",
WAH_2022_1,Coleman,David,0000-0002-1773-6597,"Evolution & Ecology Research Centre, School of Biological, Earth, and Environmental Sciences, UNSW Sydney, Australia",contact
WAH_2022_2,Paczkowska,Grazyna,,"Western Australian Herbarium, Keiran McNamara Conservation Science Centre, Department of Biodiversity, Conservation and Attractions, Western Australia, Australia",
WAH_2022_2,Chapman,Alex,,"Western Australian Herbarium, Keiran McNamara Conservation Science Centre, Department of Biodiversity, Conservation and Attractions, Western Australia, Australia",
WAH_2022_2,Huisman,John,0000-0002-5255-8423,"Western Australian Herbarium, Biodiversity and Conservation Science, Department of Biodiversity, Conservation and Attractions, Western Australia, Australia",
WAH_2022_2,Richardson,Ben,0000-0002-6108-0572,"Western Australian Herbarium, Department of Biodiversity, Conservation and Attractions, Western Australia, Australia",
WAH_2022_2,Spooner,Amanda,,"Western Australian Herbarium, Keiran McNamara Conservation Science Centre, Department of Biodiversity, Conservation and Attractions, Western Australia, Australia",
WAH_2022_2,Coleman,Helen,,"Western Australian Herbarium, Keiran McNamara Conservation Science Centre, Department of Biodiversity, Conservation and Attractions, Western Australia, Australia",
WAH_2022_2,Coleman,David,0000-0002-1773-6597,"Evolution & Ecology Research Centre, School of Biological, Earth, and Environmental Sciences, UNSW Sydney, Australia",contact
WAH_2023_1,Paczkowska,Grazyna,,"Western Australian Herbarium, Keiran McNamara Conservation Science Centre, Department of Biodiversity, Conservation and Attractions, Western Australia, Australia",
WAH_2023_1,Chapman,Alex,,"Western Australian Herbarium, Keiran McNamara Conservation Science Centre, Department of Biodiversity, Conservation and Attractions, Western Australia, Australia",
WAH_2023_1,Huisman,John,0000-0002-5255-8423,"Western Australian Herbarium, Biodiversity and Conservation Science, Department of Biodiversity, Conservation and Attractions, Western Australia, Australia",
WAH_2023_1,Richardson,Ben,0000-0002-6108-0572,"Western Australian Herbarium, Department of Biodiversity, Conservation and Attractions, Western Australia, Australia",
WAH_2023_1,Spooner,Amanda,,"Western Australian Herbarium, Keiran McNamara Conservation Science Centre, Department of Biodiversity, Conservation and Attractions, Western Australia, Australia",
WAH_2023_1,Coleman,Helen,,"Western Australian Herbarium, Keiran McNamara Conservation Science Centre, Department of Biodiversity, Conservation and Attractions, Western Australia, Australia",
WAH_2023_1,Coleman,David,0000-0002-1773-6597,"Evolution & Ecology Research Centre, School of Biological, Earth, and Environmental Sciences, UNSW Sydney, Australia",contact
WAH_2023_2,Paczkowska,Grazyna,,"Western Australian Herbarium, Keiran McNamara Conservation Science Centre, Department of Biodiversity, Conservation and Attractions, Western Australia, Australia",
WAH_2023_2,Chapman,Alex,,"Western Australian Herbarium, Keiran McNamara Conservation Science Centre, Department of Biodiversity, Conservation and Attractions, Western Australia, Australia",
WAH_2023_2,Huisman,John,0000-0002-5255-8423,"Western Australian Herbarium, Biodiversity and Conservation Science, Department of Biodiversity, Conservation and Attractions, Western Australia, Australia",
WAH_2023_2,Richardson,Ben,0000-0002-6108-0572,"Western Australian Herbarium, Department of Biodiversity, Conservation and Attractions, Western Australia, Australia",
WAH_2023_2,Spooner,Amanda,,"Western Australian Herbarium, Keiran McNamara Conservation Science Centre, Department of Biodiversity, Conservation and Attractions, Western Australia, Australia",
WAH_2023_2,Coleman,Helen,,"Western Australian Herbarium, Keiran McNamara Conservation Science Centre, Department of Biodiversity, Conservation and Attractions, Western Australia, Australia",
WAH_2023_2,Coleman,David,0000-0002-1773-6597,"Evolution & Ecology Research Centre, School of Biological, Earth, and Environmental Sciences, UNSW Sydney, Australia",contact
Warren_2005,Warren,Charles,0000-0002-0788-4713,"School of Life and Environmental Sciences, The University of Sydney, Australia",contact
Warren_2006,Warren,Charles,0000-0002-0788-4713,"School of Life and Environmental Sciences, The University of Sydney, Australia",contact
Weerasinghe_2014,Weerasinghe,Lasantha K.,0000-0002-5173-8000,"Faculty of Agriculture, University of Peradeniya, Peradeniya 20400, Sri Lanka",
Weerasinghe_2014,Atkin,Owen,0000-0003-1041-5202,"The Australian National University, Australia",
Weerasinghe_2014,Crous,Kristine,0000-0001-9478-7593,"Hawkesbury Institute for the Environment, Western Sydney University, Australia",contact
Wells_2012,Wells,Jessie,0000-0002-3555-5108,"School of Biological Sciences, The University of Queensland, Australia",contact
Wells_2012,Possingham,Hugh,0000-0001-7755-996X,"The University of Queensland, Australia",
Wells_2012,Kanowski,John,,"Australian Wildlife Conservancy, Australia",
Wenk_2022,Wenk,Elizabeth,0000-0001-5640-5910,"Evolution & Ecology Research Centre, School of Biological, Earth, and Environmental Sciences, UNSW Sydney, Australia",
Wenk_2022,Coleman,David,0000-0002-1773-6597,"Evolution & Ecology Research Centre, School of Biological, Earth, and Environmental Sciences, UNSW Sydney, Australia",
Wenk_2023,Wenk,Elizabeth,0000-0001-5640-5910,"Evolution & Ecology Research Centre, School of Biological, Earth, and Environmental Sciences, UNSW Sydney, Australia",
Wenk_2023,Coleman,David,0000-0002-1773-6597,"Evolution & Ecology Research Centre, School of Biological, Earth, and Environmental Sciences, UNSW Sydney, Australia",
Wenk_2023_2,Wenk,Elizabeth,0000-0001-5640-5910,"Evolution & Ecology Research Centre, School of Biological, Earth, and Environmental Sciences, UNSW Sydney, Australia",
Wenk_2023_2,Coleman,David,0000-0002-1773-6597,"Evolution & Ecology Research Centre, School of Biological, Earth, and Environmental Sciences, UNSW Sydney, Australia",
Westman_1977,Westman,W.E,,"The University of Queensland, Australia",
Westoby_2003,Wright,Ian,0000-0001-8338-9143,"Hawkesbury Institute for the Environment, Western Sydney University, Australia",
Westoby_2003,Westoby,Mark,0000-0001-7690-4530,"Department of Biological Sciences, Macquarie University, Australia",contact
Westoby_2004,Westoby,Mark,0000-0001-7690-4530,"Department of Biological Sciences, Macquarie University, Australia",contact
Westoby_2014,Gleason,Sean,0000-0002-5607-4741,"USDA-ARS, WMSRU, Fort Collins, Colorado 80526, USA",contact
Westoby_2014,Blackman,Chris,0000-0002-7057-956X,"University of Tasmania, Australia",
Westoby_2014,Westoby,Mark,0000-0001-7690-4530,"Department of Biological Sciences, Macquarie University, Australia",
Westoby_2014,Butler,Don,,"Department of Biological Sciences, Macquarie University, Australia",
Westoby_2014,Zieminska,Kasia,0000-0001-7750-4758,"AMAP (Botanique et Modélisation de l'Architecture des Plantes et des Végétations), Université de Montpellier, CIRAD, CNRS, INRA, IRD, Montpellier, France",
Wheeler_2002,Gallagher,Rachael,0000-0002-4680-8115,"Hawkesbury Institute for the Environment, Western Sydney University, Australia",contact
White_2020,White,Matthew,0000-0003-2120-0071,"Department of Environment, Land, Water and Planning, Victoria, Australia",contact
White_2020,Sinclair,Steven,0000-0002-4282-1021,"Department of Environment, Land, Water and Planning, Victoria, Australia",
White_2020,Frood,Doug,,"Pathways Bushland and Environment Consultancy, Australia",
Williams_2005,Williams,Nicholas,0000-0001-6291-9483,"University of Melbourne, Australia",contact
Williams_2005,Morgan,John,0000-0003-2003-5983,"La Trobe University, Australia",
Williams_2011,Williams,Nicholas,0000-0001-6291-9483,"University of Melbourne, Australia",contact
Williams_2011,Vesk,Peter,0000-0003-2008-7062,"University of Melbourne, Australia",
Williams_2011,Hahs,Amy,0000-0003-0163-6732,"School of Ecosystem and Forest Sciences, The University of Melbourne, Australia",
Williams_2011,Duncan,Richard P.,0000-0003-2295-449X,"Institute for Applied Ecology, University of Canberra, ACT 2617, Australia",
Williams_2012,Williams,Paul R.,unknown,"Vegetation Management Science, Malanda, Queensland, Australia",
Wills_2018,Wills,Jarrah,0000-0002-0235-7690,"School of Life and Environmental Sciences, The University of Sydney, Australia",contact
Wills_2018,Firn,Jennifer,0000-0001-6026-8912,"Queensland University of Technology, Brisbane, Australia",
Wills_2018,Herbohn,John,0000-0001-5701-4882,"School of Agriculture and Food Science, The University of Queensland, Australia",
Wilson_2004,Wilson,Barbara,,"Biodiversity and Conservation Science, Department of Biodiversity, Conservation and Attractions, WA, Australia",
Wilson_2008,Wilson,Peter,0000-0001-8581-318X,"National Herbarium of NSW and Royal Botanic Gardens and Domain Trust, Australia",contact
Witkowski_1991,Witkowski,E. T. F.,,"University of the Witwatersrand, South Africa",
Wooller_2002,Wooller,Susan,,"Murdoch University, Australia",
Wright_2000,Clifford,Harold Trevor,,"The University of Queensland, Australia",
Wright_2000,Westoby,Mark,0000-0001-7690-4530,"Department of Biological Sciences, Macquarie University, Australia",
Wright_2000,Wright,Ian,0000-0001-8338-9143,"Hawkesbury Institute for the Environment, Western Sydney University, Australia",contact
Wright_2001,Wright,Ian,0000-0001-8338-9143,"Hawkesbury Institute for the Environment, Western Sydney University, Australia",contact
Wright_2001,Henery,Martin,,"Parks Australia, Department of Agriculture, Water and the Environment, Australia",
Wright_2001,Westoby,Mark,0000-0001-7690-4530,"Department of Biological Sciences, Macquarie University, Australia",
Wright_2002,Wright,Ian,0000-0001-8338-9143,"Hawkesbury Institute for the Environment, Western Sydney University, Australia",contact
Wright_2002,Lenz,Tanja,,"Department of Biological Sciences, Macquarie University, Australia",
Wright_2002,Zanne,Amy,0000-0001-6379-9452,"Department of Biology, University of Miami, Coral Gables, Florida 33146, USA",
Wright_2002,Westoby,Mark,0000-0001-7690-4530,"Department of Biological Sciences, Macquarie University, Australia",
Wright_2006,Wright,Ian,0000-0001-8338-9143,"Hawkesbury Institute for the Environment, Western Sydney University, Australia",contact
Wright_2006,Falster,Daniel,0000-0002-9814-092X,"Evolution & Ecology Research Centre, School of Biological, Earth, and Environmental Sciences, UNSW Sydney, Australia",
Wright_2006,Westoby,Mark,0000-0001-7690-4530,"Department of Biological Sciences, Macquarie University, Australia",
Wright_2008,Wright,Ian,0000-0001-8338-9143,"Hawkesbury Institute for the Environment, Western Sydney University, Australia",
Wright_2008,Lehmann,Caroline,0000-0002-6825-124X,"Royal Botanic Garden Edinburgh, Edinburgh, United Kingdom",contact
Wright_2008,Richards,Anna,0000-0002-2934-5497,"CSIRO Land and Water, Australia",
Wright_2009,Wright,Ian,0000-0001-8338-9143,"Hawkesbury Institute for the Environment, Western Sydney University, Australia",contact
Wright_2009,Niinemets,Ülo,0000-0002-3078-2192,"Estonian University of Life Sciences, Estonia",
Wright_2009,Lindsay,Liz,,"Department of Biological Sciences, Macquarie University, Australia",
Wright_2009,Westoby,Mark,0000-0001-7690-4530,"Department of Biological Sciences, Macquarie University, Australia",
Wright_2019,Wright,Ian,0000-0001-8338-9143,"Hawkesbury Institute for the Environment, Western Sydney University, Australia",contact
Yang_2023,Yang,Sophie,0000-0001-7328-345X,"Evolution & Ecology Research Centre, School of Biological, Earth, and Environmental Sciences, UNSW Sydney, Australia",contact
Yang_2023,Wenk,Elizabeth,0000-0001-5640-5910,"Evolution & Ecology Research Centre, School of Biological, Earth, and Environmental Sciences, UNSW Sydney, Australia",
Yang_2023,Coleman,David,0000-0002-1773-6597,"Evolution & Ecology Research Centre, School of Biological, Earth, and Environmental Sciences, UNSW Sydney, Australia",
Yunusa_2010,Yunusa,Isa,,"University of Technology Sydney, Australia",
Zanne_2007,Zanne,Amy,0000-0001-6379-9452,"Department of Biology, University of Miami, Coral Gables, Florida 33146, USA",contact
Zanne_2007,Westoby,Mark,0000-0001-7690-4530,"Department of Biological Sciences, Macquarie University, Australia",
Zanne_2009,Zanne,Amy,0000-0001-6379-9452,"Department of Biology, University of Miami, Coral Gables, Florida 33146, USA",contact
Zeppel_2008,Zeppel,Melanie,0000-0002-5510-0936,Natural Capital & Carbon Analytics,
Zieminska_2013,Ziemińska,Kasia,0000-0001-7750-4758,"AMAP (Botanique et Modélisation de l'Architecture des Plantes et des Végétations), Université de Montpellier, CIRAD, CNRS, INRA, IRD, Montpellier, France",contact
Zieminska_2013,Wright,Ian,0000-0001-8338-9143,"Hawkesbury Institute for the Environment, Western Sydney University, Australia",
Zieminska_2013,Westoby,Mark,0000-0001-7690-4530,"Department of Biological Sciences, Macquarie University, Australia",
Zieminska_2015,Ziemińska,Kasia,0000-0001-7750-4758,"AMAP (Botanique et Modélisation de l'Architecture des Plantes et des Végétations), Université de Montpellier, CIRAD, CNRS, INRA, IRD, Montpellier, France",contact
Zieminska_2015,Wright,Ian,0000-0001-8338-9143,"Hawkesbury Institute for the Environment, Western Sydney University, Australia",
Zieminska_2015,Westoby,Mark,0000-0001-7690-4530,"Department of Biological Sciences, Macquarie University, Australia",
Zolfaghar_2015,Zolfaghar,Sepideh,0000-0003-0960-9560,"University of Technology Sydney, Australia",contact
Zolfaghar_2015,Eamus,Derek,0000-0003-2765-8040,"University of Technology Sydney, Australia",
